,param_C,param_max_iter,param_penalty,param_solver,mean_test_score,mean_fit_time,rank_test_score
366,100.0,300,,lbfgs,0.9610706460590988,0.4054714679718018,11
367,100.0,300,,newton-cg,0.9606091075975602,0.19678182601928712,38
368,100.0,400,l1,liblinear,0.9609167999052526,2.615141677856445,31
369,100.0,400,l1,saga,0.9581465032273346,5.523473834991455,106
370,100.0,400,l1,lbfgs,,0.009276962280273438,226
371,100.0,400,l1,newton-cg,,0.009934377670288087,226
372,100.0,400,l2,liblinear,0.9604553798780128,0.4260752201080322,66
373,100.0,400,l2,saga,0.9581465032273346,3.7724864959716795,106
374,100.0,400,l2,lbfgs,0.9604552614437141,0.6070617198944092,71
375,100.0,400,l2,newton-cg,0.9609169183395512,0.3157938003540039,26
376,100.0,400,elasticnet,liblinear,,0.0152740478515625,226
377,100.0,400,elasticnet,saga,,0.003826475143432617,226
378,100.0,400,elasticnet,lbfgs,,0.003511190414428711,226
379,100.0,400,elasticnet,newton-cg,,0.0031805515289306642,226
380,100.0,400,,liblinear,,0.004617023468017578,226
381,100.0,400,,saga,0.9581465032273346,3.110116720199585,106
382,100.0,400,,lbfgs,0.9610706460590988,0.37607684135437014,11
383,100.0,400,,newton-cg,0.9606091075975602,0.21523756980895997,38
384,100.0,500,l1,liblinear,0.9609167999052526,2.59238920211792,31
385,100.0,500,l1,saga,0.9590696985847101,5.568884086608887,90
386,100.0,500,l1,lbfgs,,0.007180404663085937,226
387,100.0,500,l1,newton-cg,,0.00500340461730957,226
388,100.0,500,l2,liblinear,0.9604553798780128,0.2893360614776611,66
389,100.0,500,l2,saga,0.9589158524308641,4.421424865722656,96
390,100.0,500,l2,lbfgs,0.9604552614437141,0.4932251930236816,71
391,100.0,500,l2,newton-cg,0.9609169183395512,0.24730992317199707,26
392,100.0,500,elasticnet,liblinear,,0.0033017635345458985,226
393,100.0,500,elasticnet,saga,,0.010265731811523437,226
394,100.0,500,elasticnet,lbfgs,,0.006319570541381836,226
395,100.0,500,elasticnet,newton-cg,,0.004381942749023438,226
396,100.0,500,,liblinear,,0.0036778926849365236,226
397,100.0,500,,saga,0.9590696985847101,3.5260374546051025,90
398,100.0,500,,lbfgs,0.9610706460590988,0.3741292953491211,11
399,100.0,500,,newton-cg,0.9606091075975602,0.17496871948242188,38
